,username,verified,followersCount,rawContent,date,replyCount,retweetCount,likeCount,url,hashtags,game,labels,processed,vader_preprocessing_text,vader_neg,vader_neu,vader_pos,vader_comp,class,TextBlob_Subjectivity,TextBlob_Polarity,TextBlob_Analysis,final_class
44,McJorick,False,2318,"Leather Stud #PS5Share, #HogwartsLegacy https://t.co/OU3deEZMiD",16/2/2023 1:50,1,0,2.0,https://twitter.com/McJorick/status/1626036152221470720,"['PS5Share', 'HogwartsLegacy']",HGL,0.0,"['leather', 'stud', 'https', 't', 'co', 'ou3deemed']","leather stud ,  ",0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
300,stalker_six,False,5,WEAZEL NEWS: Man mad at a news reporter? Pedophiles on the rise? Cops too corrupt? In this news broadcast we see here a tweet from a Mr. Earl who's seemingly upset from a tweet and caused a news reporter to quit their job for playing Hogwarts Legacy #hogwartslegacygame,14/2/2023 16:09,0,0,0.0,https://twitter.com/stalker_six/status/1625527591783346176,['hogwartslegacygame'],HGL,0.0,"['weasel', 'news', 'man', 'mad', 'at', 'a', 'news', 'reporter', 'pedophile', 'on', 'the', 'rise', 'cop', 'too', 'corrupt', 'in', 'this', 'news', 'broadcast', 'we', 'see', 'here', 'a', 'tweet', 'from', 'a', 'mr', 'earl', 'who', 'be', 'seemingly', 'upset', 'from', 'a', 'tweet', 'and', 'cause', 'a', 'news', 'reporter', 'to', 'quit', 'their', 'job', 'for', 'play', 'hogwarts', 'legacy']",weazel news: man mad at a news reporter? pedophiles on the rise? cops too corrupt? in this news broadcast we see here a tweet from a mr. earl who is seemingly upset from a tweet and caused a news reporter to quit their job for playing hogwarts legacy ,0.132,0.831,0.037,-0.6747,-1,1.0,-0.5625,-1,0.0
38129,doomhermitrpacc,FALSE,8,Unpopular stardew opinion: fruit bat cave &gt; mushroom cave. #StardewValley,18/2/2023 20:35,0,0,1.0,https://twitter.com/doomhermitrpacc/status/1627044269327548416,['StardewValley'],Stardew,0.0,"['unpopular', 'start', 'opinion', 'fruit', 'bat', 'cave', 'gt', 'mushroom', 'cave']",unpopular stardew opinion: fruit bat cave &gt; mushroom cave. ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
18069,313_Footwurk,False,1835,"Kratos said ""I am a god boy"" lol rewatching GOW 2018 atm this game was really a masterpiece forreal I cannot wait for Ragnorak #GOW",20/2/2021 15:58,0,0,3.0,https://twitter.com/313_Footwurk/status/1363156053869871108,['GOW'],GOW,1.0,"['rat', 'say', 'i', 'be', 'a', 'god', 'boy', 'lol', 'reach', 'row', '2018', 'atm', 'this', 'game', 'be', 'really', 'a', 'masterpiece', 'formal', 'i', 'cannot', 'wait', 'for', 'ragnorak']","kratos said ""i am a god boy"" lol rewatching gow 2018 atm this game was really a masterpiece forreal i cannot wait for ragnorak ",0.0,0.66,0.34,0.8516,1,0.4333333333333333,0.2,1,1.0
38456,bunnimoro,FALSE,361,GUYS I JUST PREORDERED RESIDENT EVIL 4 REMAKE AND FINAL FANTASY XVI DELUXE EDITION Ã°ÂÂÂ­ *on another note game stop was out of stardew valley wahhh (lol),16/2/2023 20:41,1,0,10.0,https://twitter.com/bunnimoro/status/1626321010063552514,,Stardew,0.0,"['guy', 'i', 'just', 'preorder', 'resident', 'evil', '4', 'remake', 'and', 'final', 'fantasy', 'xvi', 'deluxe', 'edition', 'd', 'on', 'another', 'note', 'game', 'stop', 'be', 'out', 'of', 'start', 'valley', 'watch', 'lol']",guys i just preordered resident evil 4 remake and final fantasy xvi deluxe edition adegaaa *on another note game stop was out of stardew valley wahhh (lol),0.223,0.777,0.0,-0.765,-1,0.8,0.0,0,0.0
38554,vigonz_,FALSE,45,@emmaugh_ If I get stardew valley can we be friends on there,13/2/2023 16:40,0,0,0.0,https://twitter.com/vigonz_/status/1625173124739129346,,Stardew,0.0,"['if', 'i', 'get', 'start', 'valley', 'can', 'we', 'be', 'friends', 'on', 'there']", if i get stardew valley can we be friends on there,0.0,0.744,0.256,0.4767,1,0.0,0.0,0,0.0
64,FrazSmith_nsfw,False,68,"""happiness can be found even in the darkest of times, if one only remembers to turn on the light."" i'm having so much fun playing hogwarts legacy, and i think it will be the first game that i want to complete entirelyÃ°ÂÂ§ÂÃ¢ÂÂÃ¢ÂÂÃ¯Â¸Â #HogwartsLegacy #HarryPotter #HogwartsLegacyGAME https://t.co/XxyRqKQc6Q",14/2/2023 18:27,0,0,2.0,https://twitter.com/FrazSmith_nsfw/status/1625562323325689856,"['HogwartsLegacy', 'HarryPotter', 'HogwartsLegacyGAME']",HGL,1.0,"['happiness', 'can', 'be', 'find', 'even', 'in', 'the', 'darkest', 'of', 'time', 'if', 'one', 'only', 'remember', 'to', 'turn', 'on', 'the', 'light', 'i', 'be', 'have', 'so', 'much', 'fun', 'play', 'hogwarts', 'legacy', 'and', 'i', 'think', 'it', 'will', 'be', 'the', 'first', 'game', 'that', 'i', 'want', 'to', 'complete', 'entirelydSSaai', 'https', 't', 'co', 'xxyrqkqc6q']","""happiness can be found even in the darkest of times, if one only remembers to turn on the light."" i am having so much fun playing hogwarts legacy, and i think it will be the first game that i want to complete entirelyadegaaSSaaC/aaaC/aaa-a,a    ",0.066,0.718,0.216,0.7463,-1,0.4619047619047619,0.1928571428571428,1,1.0
17947,reielys1280,False,3798,#GodofWar is visually stunning. I love the new combat system! I havenÂt played much of it but what I have played I have really enjoyed! #Boy #Kratos,26/5/2018 20:46,0,0,0.0,https://twitter.com/reielys1280/status/1000478259862278144,"['GodofWar', 'Boy', 'Kratos']",GOW,1.0,"['be', 'visually', 'stun', 'i', 'love', 'the', 'new', 'combat', 'system', 'i', 'have', 'not', 'play', 'much', 'of', 'it', 'but', 'what', 'i', 'have', 'play', 'i', 'have', 'really', 'enjoy']", is visually stunning. i love the new combat system! i havenat played much of it but what i have played i have really enjoyed!  ,0.056,0.461,0.483,0.9181,-1,0.590909090909091,0.399090909090909,1,1.0
46747,nitroShiro,FALSE,407,Just Johnny because why not? #Cyberpunk2077 #JohnnySilverhand https://t.co/J0mhhqHWir,3/3/2022 9:06,0,0,2.0,https://twitter.com/nitroShiro/status/1499310309558870021,"['Cyberpunk2077', 'JohnnySilverhand']",Cyberpunk,1.0,"['just', 'johnny', 'because', 'why', 'not', 'https', 't', 'co', 'j0mhhqhwir']",just johnny because why not?   ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,1.0
47298,Fan03Kawaii,FALSE,27,#shooting #rpg #Edgerunners #PhantomLiberty #Cyberpunk2077 Original: I_cannot_weave https://t.co/kS8xfeN79h,22/9/2022 7:36,0,0,1.0,https://twitter.com/Fan03Kawaii/status/1572852294646870017,"['shooting', 'rpg', 'Edgerunners', 'PhantomLiberty', 'Cyberpunk2077']",Cyberpunk,1.0,"['original', 'i_cannot_weave', 'https', 't', 'co', 'ks8fen79h']",     original: i_cannot_weave ,0.0,0.303,0.697,0.3182,1,0.75,0.375,1,1.0
289,GamingRecs1,False,8,Hogwarts Legacy impressions? #HogwartLegacy #hogwartslegacygame #gaming,12/2/2023 22:18,0,2,0.0,https://twitter.com/GamingRecs1/status/1624895672666169349,"['HogwartLegacy', 'hogwartslegacygame', 'gaming']",HGL,0.0,"['hogwarts', 'legacy', 'impressions']",hogwarts legacy impressions?   ,0.0,0.513,0.487,0.2263,1,0.0,0.0,0,0.0
17801,sahineryusuf,False,113,#TheLegend #GodofWar #Kratos #Sony #Playstation2 @SonySantaMonica Thanks ?? https://t.co/z3u7gGHmOe,18/6/2018 9:12,0,0,0.0,https://twitter.com/sahineryusuf/status/1008638557706170368,"['TheLegend', 'GodofWar', 'Kratos', 'Sony', 'Playstation2']",GOW,0.0,"['thank', 'https', 't', 'co', 'z3u7gghmoe']",      thanks ?? ,0.0,0.235,0.765,0.504,1,0.2,0.2,1,0.0
608,nforneptune1993,False,21,Customize your own wand in #HogwartLegacy #HarryPotter #gaming https://t.co/dSKELMmt0z,12/2/2023 20:59,0,0,0.0,https://twitter.com/nforneptune1993/status/1624875788741885954,"['HogwartLegacy', 'HarryPotter', 'gaming']",HGL,0.0,"['customize', 'your', 'own', 'wand', 'in', 'https', 't', 'co', 'dskelmmt0z']",customize your own wand in    ,0.0,1.0,0.0,0.0,0,1.0,0.6,1,0.0
38401,eatursprouts,FALSE,289,why does the stardew valley mobile version finally get updated when I'm busy with work. My ass cheeks are going to hurt so bad sitting on the toilet all day Ã°ÂÂÂ«,15/2/2023 18:19,0,0,1.0,https://twitter.com/eatursprouts/status/1625922751071387651,,Stardew,0.0,"['why', 'do', 'the', 'start', 'valley', 'mobile', 'version', 'finally', 'get', 'update', 'when', 'i', 'be', 'busy', 'with', 'work', 'my', 'ass', 'cheek', 'be', 'go', 'to', 'hurt', 'so', 'bad', 'sit', 'on', 'the', 'toilet', 'all', 'day', 'd']",why does the stardew valley mobile version finally get updated when i am busy with work. my ass cheeks are going to hurt so bad sitting on the toilet all day adegaaa<<,0.289,0.711,0.0,-0.908,-1,0.4916666666666667,-0.1583333333333333,-1,0.0
47031,STEWYOK,FALSE,134,"https://t.co/pmyd3hFTXW Good review of #HogwartsLegacy some #chooms may want to give this a go,a break from #Cyberpunk2077 as we await #PhantomLiberty",9/2/2023 23:29,0,0,1.0,https://twitter.com/STEWYOK/status/1623826434035777538,"['HogwartsLegacy', 'chooms', 'Cyberpunk2077', 'PhantomLiberty']",Cyberpunk,-1.0,"['https', 't', 'co', 'pmid3ftw', 'good', 'review', 'of', 'some', 'may', 'want', 'to', 'give', 'this', 'a', 'go', 'a', 'break', 'from', 'as', 'we', 'await']"," good review of  some  may want to give this a go,a break from  as we await ",0.0,0.682,0.318,0.5574,1,0.6000000000000001,0.7,1,-1.0
38265,PKMNBreeder_Ray,FALSE,121,"@operagxofficial @cronieampora is a big fan of both Mario Party games and relaxation games (Stardew Valley etc.) Come on Opera, not only is it Valentine's day but it's her Birthday too Ã°ÂÂ¥Âº",14/2/2023 12:50,0,0,0.0,https://twitter.com/PKMNBreeder_Ray/status/1625477666102030336,,Stardew,0.0,"['be', 'a', 'big', 'fan', 'of', 'both', 'mario', 'party', 'game', 'and', 'relaxation', 'game', 'start', 'valley', 'etc', 'come', 'on', 'opera', 'not', 'only', 'be', 'it', 'valentine', 's', 'day', 'but', 'it', 'be', 'her', 'birthday', 'too', 'de', 'o']","  is a big fan of both mario party games and relaxation games (stardew valley etc.) come on opera, not only is it valentine's day but it is her birthday too adegaaY=ao",0.0,0.826,0.174,0.5719,1,0.55,0.0,0,0.0
17610,JMW_BOYZ,False,828,@stlcty03 @Durrtydoesit @Sony @SonySantaMonica He wants all of that... yet always bashes PC. A few features on PC aren't even possible on PS5.,20/10/2021 20:17,0,0,1.0,https://twitter.com/JMW_BOYZ/status/1450918996681928708,[],GOW,0.0,"['he', 'want', 'all', 'of', 'that', 'yet', 'always', 'base', 'pc', 'a', 'few', 'feature', 'on', 'pc', 'be', 'not', 'even', 'possible', 'on', 'ps5']",    he wants all of  yet always bashes pc. a few features on pc are not even possible on ps5.,0.0,1.0,0.0,0.0,0,0.3999999999999999,0.0,0,0.0
46481,pinoyvideogamer,FALSE,98,PVG Presents: Cyberpunk 2077- NCPD Scanner Hustle at LVL 44 - Xbox Series X https://t.co/wofnFHsANb #pinoyvideogamer #cybepunk2077 #cyberpunk #xboxseriesx #xbox #cdprojektred,28/11/2022 10:11,0,1,0.0,https://twitter.com/pinoyvideogamer/status/1597171316121272321,"['pinoyvideogamer', 'cybepunk2077', 'cyberpunk', 'xboxseriesx', 'xbox', 'cdprojektred']",Cyberpunk,0.0,"['pg', 'present', 'cyberpunk', '2077', 'nypd', 'scanner', 'hustle', 'at', 'lvl', '44', 'xbox', 'series', 'x', 'https', 't', 'co', 'wofnfhsanb']",pvg presents: cyberpunk 2077- ncpd scanner hustle at lvl 44 - xbox series x       ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
18057,comlykabom,False,163,FF16. Wow. #TheGameAwards,9/12/2022 3:49,0,0,0.0,https://twitter.com/comlykabom/status/1601061423261843456,['TheGameAwards'],GOW,0.0,"['ff16', 'wow']",ff16. wow. ,0.0,0.208,0.792,0.5859,1,1.0,0.1,1,0.0
38270,amaraayoung,FALSE,366,IÃ¢ÂÂm so mad I accidentally bought a hat for 1000 on stardew UGH now I gotta wear it,15/2/2023 18:06,1,0,5.0,https://twitter.com/amaraayoung/status/1625919512183709698,,Stardew,0.0,"['iam', 'so', 'mad', 'i', 'accidentally', 'buy', 'a', 'hat', 'for', '1000', 'on', 'start', 'gh', 'now', 'i', 'get', 'to', 'wear', 'it']",iaC/aam so mad i accidentally bought a hat for 1000 on stardew ugh now i got to wear it,0.408,0.592,0.0,-0.839,-1,1.0,-0.625,-1,0.0
46452,CyberpunkGame,TRUE,1806274,More players have opted for the Street Kid lifepath than any other. #CyberpunkInNumbers https://t.co/jx7BcSJzoa,10/6/2021 14:00,1183,589,14711.0,https://twitter.com/CyberpunkGame/status/1402988939326103562,['CyberpunkInNumbers'],Cyberpunk,1.0,"['more', 'players', 'have', 'opt', 'for', 'the', 'street', 'kid', 'lifepath', 'than', 'any', 'other', 'https', 't', 'co', 'jx7bcsjzoa']",more players have opted for the street kid lifepath than any other.  ,0.0,1.0,0.0,0.0,0,0.4375,0.1875,1,1.0
17401,mbulpitt87,False,256,Very wet &amp; windy walk this morning with the bettermen_coaching crew ?????????? Fronted up to storm #Freya...she hit hard &amp; we hit back. Not the best days for photos https://t.co/rzMP6UCW7i,3/3/2019 16:15,0,0,0.0,https://twitter.com/mbulpitt87/status/1102241130895282182,['Freya'],GOW,1.0,"['very', 'wet', 'amp', 'windy', 'walk', 'this', 'morning', 'with', 'the', 'betterment_coaching', 'crew', 'front', 'up', 'to', 'storm', 'she', 'hit', 'hard', 'amp', 'we', 'hit', 'back', 'not', 'the', 'best', 'days', 'for', 'photos', 'https', 't', 'co', 'ramp6uc7i']",very wet &amp; windy walk this morning with the bettermen_coaching crew ?????????? fronted up to storm  hit hard &amp; we hit back. not the best days for photos ,0.181,0.819,0.0,-0.6935,-1,0.3404166666666666,0.1445833333333333,1,1.0
47173,MrsVSilverhand,FALSE,1894,"""Tags look good on ya, V."" Date Night. #ShippySaturday #Cyberpunk2077 #otpthesilverhands #ValerieSilverhand #johnnysilverhand #WorldofVP #ThePhotoMode #TheCapturedCollective #ArtisticOfSociety #VGPUnite #GamerGram #VPGamers #Cyberpunk2077PhotoMode #VirtualPhotography #vprt https://t.co/eNw1had7K2",14/1/2023 23:32,5,10,83.0,https://twitter.com/MrsVSilverhand/status/1614405119185129472,"['ShippySaturday', 'Cyberpunk2077', 'otpthesilverhands', 'ValerieSilverhand', 'johnnysilverhand', 'WorldofVP', 'ThePhotoMode', 'TheCapturedCollective', 'ArtisticOfSociety', 'VGPUnite', 'GamerGram', 'VPGamers', 'Cyberpunk2077PhotoMode', 'VirtualPhotography', 'vprt']",Cyberpunk,0.0,"['tag', 'look', 'good', 'on', 'ya', 'v', 'date', 'night', 'https', 't', 'co', 'en1had7k2']","""tags look good on ya, v."" date night.                ",0.0,0.707,0.293,0.4404,1,0.6000000000000001,0.7,1,0.0
46611,cyberpunkig,FALSE,1039,V's perspective every time Johnny takes over via /r/cyberpunkgame by u/ science_nerd19 #cyberpunk #cyberpunk2077 #gaming https://t.co/7OuwTTadnV,17/3/2023 16:45,0,1,0.0,https://twitter.com/cyberpunkig/status/1636770725284462592,"['cyberpunk', 'cyberpunk2077', 'gaming']",Cyberpunk,0.0,"['v', 's', 'perspective', 'every', 'time', 'johnny', 'take', 'over', 'via', 'r', 'cyberpunkgame', 'by', 'you', 'science_nerd19', 'https', 't', 'co', '7ouwttadnv']",v's perspective every time johnny takes over via /r/cyberpunkgame by you/ science_nerd19    ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
38587,rStardewValley,FALSE,94495,"I already have 500 Qi Fruits, will it work by sending it down the shipping bin and wait? I am worried.. posted by u/xXIceCold19Xx. Post url: https://t.co/KKRU1vde9s #StardewValley #Stardew https://t.co/ZO7MhPlnFz",14/2/2023 18:02,4,2,130.0,https://twitter.com/rStardewValley/status/1625556026534596621,"['StardewValley', 'Stardew']",Stardew,0.0,"['i', 'already', 'have', '500', 'qi', 'fruit', 'will', 'it', 'work', 'by', 'send', 'it', 'down', 'the', 'ship', 'bin', 'and', 'wait', 'i', 'be', 'worry', 'post', 'by', 'you', 'xxicecold19xx', 'post', 'url', 'https', 't', 'co', 'ru1vde9s', 'https', 't', 'co', 'zo7mhplnfz']","i already have 500 qi fruits, will it work by sending it down the shipping bin and wait? i am worried.. posted by you/xxicecold19xx. post url:    ",0.0,1.0,0.0,0.0,0,0.2888888888888889,-0.1555555555555555,-1,0.0
18181,CoachKBeckwith,False,158,Excited to be watching some fast swimming this morning! #TYR https://t.co/65lm40HATJ,6/7/2018 13:34,0,0,3.0,https://twitter.com/CoachKBeckwith/status/1015227505047990278,['TYR'],GOW,0.0,"['excite', 'to', 'be', 'watch', 'some', 'fast', 'swim', 'this', 'morning', 'https', 't', 'co', '65lm40hat']",excited to be watching some fast swimming this morning!  ,0.0,0.748,0.252,0.4003,1,0.675,0.3125,1,0.0
17454,Banned3TimesSMH,False,47,#GodofWarRagnarok Kratos lowkey fears Freya????,10/11/2022 17:39,0,0,1.0,https://twitter.com/Banned3TimesSMH/status/1590761122470457344,['GodofWarRagnarok'],GOW,0.0,"['rat', 'hockey', 'fear', 'area']", kratos lowkey fears freya????,0.556,0.444,0.0,-0.5803,-1,0.0,0.0,0,0.0
17465,THEINSANEBRIT,False,130,"Our journey has begun boy #godofwar #ps4pro #ps4 @ London, United Kingdom https://t.co/bogqMo4rfj",18/6/2019 15:52,0,0,0.0,https://twitter.com/THEINSANEBRIT/status/1141010807896993792,"['godofwar', 'ps4pro', 'ps4']",GOW,1.0,"['our', 'journey', 'have', 'begin', 'boy', 'london', 'unite', 'kingdom', 'https', 't', 'co', 'bogqmo4rf']","our journey has begun boy    @ london, united kingdom ",0.0,0.714,0.286,0.4215,1,0.0,0.0,0,1.0
620,TheFaderrman,False,1750,Team Slattt Ã°ÂÂÂ #HogwartLegacy,11/2/2023 15:52,0,0,0.0,https://twitter.com/TheFaderrman/status/1624436317516857346,['HogwartLegacy'],HGL,0.0,"['team', 'slate', 'd']",team slattt adegaaa ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
17628,Organometallica,False,5824,@SonySantaMonica Hey! Are yÂall still giving out the avatar for the God of War platinum trophy?,22/2/2021 16:09,0,0,0.0,https://twitter.com/Organometallica/status/1363883602946256896,[],GOW,1.0,"['hey', 'be', 'you', 'all', 'still', 'give', 'out', 'the', 'avatar', 'for', 'the', 'god', 'of', 'war', 'platinum', 'trophy']", hey! are yaall still giving out the avatar for the god of war platinum trophy?,0.188,0.58,0.232,-0.1759,-1,0.0,0.0,0,1.0
18322,Sarokeye,False,3680,EXCUSE ME?! THE WOLF AMONG US 2? WTF EXCUSE ME? BRUHHHHHHHH #TheGameAwards https://t.co/aGZegY1J5g,13/12/2019 4:24,0,0,0.0,https://twitter.com/Sarokeye/status/1205342722657263616,['TheGameAwards'],GOW,0.0,"['excuse', 'me', 'the', 'wolf', 'among', 'us', '2', 'wtf', 'excuse', 'me', 'bruhhhhhhhh', 'https', 't', 'co', 'agzegy1j5g']",excuse me?! the wolf among us 2? wtf excuse me? bruhhhhhhhh  ,0.304,0.525,0.171,-0.6164,-1,0.3666666666666667,-0.2041666666666667,-1,0.0
46707,CyberpunkGame,TRUE,1806274,"Cyberpunk: Edgerunners, an original, 10-episode anime series from CD PROJEKT RED and Studio Trigger is coming to Netflix in September 2022. Tell your Chooms! More updates hittinÃ¢ÂÂ the Net soon: https://t.co/k8Y675YnK4 #GeekedWeek #Edgerunners https://t.co/5fgZialWvZ",9/6/2022 9:00,223,1573,11911.0,https://twitter.com/CyberpunkGame/status/1534822701982007298,"['GeekedWeek', 'Edgerunners']",Cyberpunk,0.0,"['cyberpunk', 'edgerunners', 'an', 'original', '10', 'episode', 'anime', 'series', 'from', 'cd', 'projekt', 'red', 'and', 'studio', 'trigger', 'be', 'come', 'to', 'netflix', 'in', 'september', '2022', 'tell', 'your', 'school', 'more', 'update', 'hit', 'the', 'net', 'soon', 'https', 't', 'co', 'k8y675nk4', 'https', 't', 'co', '5fgzialwvz']","cyberpunk: edgerunners, an original, 10-episode anime series from cd projekt red and studio trigger is coming to netflix in september 2022. tell your chooms! more updates hittinaC/aa the net soon:    ",0.0,0.918,0.082,0.3802,1,0.3125,0.21875,1,0.0
17317,_RichardMichael,False,164,"Woah, hit that alternative ending in #GodOfWar",9/5/2018 4:08,0,0,1.0,https://twitter.com/_RichardMichael/status/994066662944100353,['GodOfWar'],GOW,-1.0,"['wah', 'hit', 'that', 'alternative', 'end', 'in']","woah, hit that alternative ending in ",0.0,1.0,0.0,0.0,0,0.0,0.0,0,-1.0
37893,Pika_Ebae,FALSE,435,@ZombieCham Sending hugs and snuggles Ã°ÂÂ¥ÂºÃ°ÂÂÂ Do I have you on Switch?? We could play Stardew sometime Ã°ÂÂ¥Âº,14/2/2023 2:51,1,0,1.0,https://twitter.com/Pika_Ebae/status/1625326951492624387,,Stardew,0.0,"['send', 'hug', 'and', 'struggle', 'de', 'od', 'do', 'i', 'have', 'you', 'on', 'switch', 'we', 'could', 'play', 'start', 'sometime', 'de', 'o']", sending hugs and snuggles adegaaY=aoadegaaa do i have you on switch?? we could play stardew sometime adegaaY=ao,0.0,0.701,0.299,0.7149,1,0.0,0.0,0,0.0
47463,KarenKs300,FALSE,108,Just writing in chapter 16. Much more brighter theme this time. Johnny stuff at the moment #Cyberpunk2077 #Fanfiction #KerryEurodyne #TuckerDyne #JohnnySilverhand,7/8/2022 19:26,0,0,1.0,https://twitter.com/KarenKs300/status/1556361112769204228,"['Cyberpunk2077', 'Fanfiction', 'KerryEurodyne', 'TuckerDyne', 'JohnnySilverhand']",Cyberpunk,1.0,"['just', 'write', 'in', 'chapter', '16', 'much', 'more', 'brighter', 'theme', 'this', 'time', 'johnny', 'stuff', 'at', 'the', 'moment']",just writing in chapter 16. much more brighter theme this time. johnny stuff at the moment     ,0.0,0.838,0.162,0.4391,1,0.5,0.5,1,1.0
17974,CounterJames,False,150,@VirtuaCam_ @SonySantaMonica @Urban_Tentacles @Visual_Moods @Rosapexa @gill_mackay @OfClockworks @Praktizing @StefanieMcMaken @TheFourthFocus @GamerGram_GG Congrats ????????,2/7/2019 17:45,0,0,4.0,https://twitter.com/CounterJames/status/1146112746783727616,[],GOW,0.0,['contrast'],           congrats ????????,0.0,0.187,0.813,0.6553,1,0.0,0.0,0,0.0
37811,TheHotMessTess,FALSE,8,@Risshellala Stardew Valley,15/2/2023 1:12,0,0,0.0,https://twitter.com/TheHotMessTess/status/1625664420222312450,,Stardew,0.0,"['start', 'valley']", stardew valley,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
47190,iiTzToXiiK,FALSE,306,Bruh yall see this shit? #Cyberpunk2077 #Cyberpunk2077bugs #Cyberbug2077 https://t.co/7jmAP4xApH,30/12/2020 2:56,0,0,4.0,https://twitter.com/iiTzToXiiK/status/1344115092292595720,"['Cyberpunk2077', 'Cyberpunk2077bugs', 'Cyberbug2077']",Cyberpunk,-1.0,"['brush', 'you', 'all', 'see', 'this', 'shit', 'https', 't', 'co', '7map4uaph']",bruh you all see this shit?    ,0.459,0.541,0.0,-0.6428,-1,0.8,-0.2,-1,-1.0
46390,FLAYED_MOJO,FALSE,1137,- Please! Don't leave me V! #Cyberpunk2077 #VirtualPhotography #JohnnySilverhand #V https://t.co/tgvV0rSPJD,15/7/2021 18:13,5,11,78.0,https://twitter.com/FLAYED_MOJO/status/1415736331066646530,"['Cyberpunk2077', 'VirtualPhotography', 'JohnnySilverhand', 'V']",Cyberpunk,0.0,"['please', 'do', 'not', 'leave', 'me', 'v', 'https', 't', 'co', 'tv0rapid']",- please! do not leave me v!     ,0.0,0.498,0.502,0.4646,1,0.0,0.0,0,0.0
663,Rvlik__,False,33,Next person to get me tight getting DepulsoÃ¢ÂÂd off a cliff #HogwartLegacy,12/2/2023 2:55,0,0,1.0,https://twitter.com/Rvlik__/status/1624603123917459457,['HogwartLegacy'],HGL,0.0,"['next', 'person', 'to', 'get', 'me', 'tight', 'get', 'depulsoad', 'off', 'a', 'cliff']",next person to get me tight getting depulsoaC/aad off a cliff ,0.0,1.0,0.0,0.0,0,0.1428571428571428,-0.0892857142857142,-1,0.0
17198,AngieSmets,False,11396,GOTY! So happy for our friends @SonySantaMonica! Congratulations to @StudstillS Yumi @corybarlog and the rest of the team ?? #WWSfamily https://t.co/iTC86nHXWQ,7/12/2018 8:08,1,4,66.0,https://twitter.com/AngieSmets/status/1070953201623597056,['WWSfamily'],GOW,1.0,"['get', 'so', 'happy', 'for', 'our', 'friends', 'congratulations', 'to', 'yum', 'and', 'the', 'rest', 'of', 'the', 'team', 'https', 't', 'co', 'itc86nhxwq']",goty! so happy for our friends ! congratulations to  yumi  and the rest of the team ??  ,0.0,0.521,0.479,0.9175,1,1.0,1.0,1,1.0
46522,DakaPlays,FALSE,979,"Johnny, cut the shit alreadyÃ¢ÂÂ¦ IÃ¢ÂÂve had enough for one night! . . . #cyberpunk2077 #cyberpunk2077photomode #cyberpunk2077photography #shutterpunk2077 #johnnysilverhand https://t.co/x3g4jR7Ptf",11/2/2022 22:42,0,1,7.0,https://twitter.com/DakaPlays/status/1492267823116468224,"['cyberpunk2077', 'cyberpunk2077photomode', 'cyberpunk2077photography', 'shutterpunk2077', 'johnnysilverhand']",Cyberpunk,-1.0,"['johnny', 'cut', 'the', 'shit', 'already', 'have', 'have', 'enough', 'for', 'one', 'night', 'https', 't', 'co', 'x3g4jr7pt']","johnny, cut the shit alreadyaC/aa| iaC/aave had enough for one night! . . .      ",0.136,0.585,0.279,0.4926,-1,0.65,-0.1,-1,-1.0
18375,Robert90183833,False,161,@SonySantaMonica Kratos runic attacks! Blades of chaos transformed into 1 long energy sword for a short time! Same time gives him armor of fire! Leviathan axe can create 2 ice axe so he can dual wield them! Do massive combos before they breaks! Also armor of ice! Cosmic aura. https://t.co/PuTy8BJ52O,7/8/2022 11:18,0,0,7.0,https://twitter.com/Robert90183833/status/1556238342030872577,[],GOW,-1.0,"['rat', 'munic', 'attack', 'blades', 'of', 'chaos', 'transform', 'into', '1', 'long', 'energy', 'sword', 'for', 'a', 'short', 'time', 'same', 'time', 'give', 'him', 'armor', 'of', 'fire', 'leviathan', 'axe', 'can', 'create', '2', 'ice', 'axe', 'so', 'he', 'can', 'dual', 'wield', 'them', 'do', 'massive', 'combo', 'before', 'they', 'break', 'also', 'armor', 'of', 'ice', 'cosmic', 'aura', 'https', 't', 'co', 'put8bj52o']", kratos runic attacks! blades of chaos transformed into 1 long energy sword for a short time! same time gives him armor of fire! leviathan axe can create 2 ice axe so he can dual wield them! do massive combos before they breaks! also armor of ice! cosmic aura. ,0.235,0.689,0.076,-0.8302,-1,0.45625,-0.0125,-1,-1.0
610,You_Know_Who___,False,431,"Ã¢ÂÂMonsters don't make good pets, Hagrid. Now... stand aside...Ã¢ÂÂ #HogwartLegacy #HarryPotter #RiddleDiary https://t.co/PPY4qCtJik",12/2/2023 10:20,2,6,20.0,https://twitter.com/You_Know_Who___/status/1624715053663506432,"['HogwartLegacy', 'HarryPotter', 'RiddleDiary']",HGL,0.0,"['monsters', 'do', 'not', 'make', 'good', 'pet', 'hard', 'now', 'stand', 'aside', 'a', 'https', 't', 'co', 'pp4qctjik']","aC/aamonsters do not make good pets, hagrid.  stand C/aa    ",0.231,0.769,0.0,-0.3412,-1,0.6000000000000001,0.7,1,0.0
